"","train_332","train_336","train_337","train_342","train_343","train_344","train_350","train_353","train_366"
"Lactobacillus_johnsonii",0,0,0,0,0,0,0,0,0
"Massiliomicrobiota_timonensis",0,0,0,0,0,0,0,0,0
"Pyramidobacter_sp_C12_8",0,0,0,0,0,0,0,0,0
"Dialister_succinatiphilus",0,0,0,0,0,0,0,0,0
"Enterobacter_cloacae_complex",0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_488",0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_530",0,0,0,0,0,0,0,0,0
"Ruminococcus_callidus",0,0,0,0,0,0,0,0,0
"Mitsuokella_jalaludinii",0,0,0,0,0,0,0,0,0
"Phascolarctobacterium_sp_CAG_266",0,0,0,0,0,0,0,0,0
"Butyrivibrio_crossotus",0,0,0,0,0,0,0,0,0
"Dielma_fastidiosa",0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_924",0,0,0,0,0,0,0,0,0
"Lactobacillus_amylovorus",0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_964",0,0,0,0,0,0,0,0,0
"Lactobacillus_kefiranofaciens",0,0,0,0,0,0,0,0,0
"Lactobacillus_acidophilus",0,0,0,0,0,0,0,0,0
"Varibaculum_cambriense",0,0,0,0,0,0,0,0,0
"Desulfovibrionaceae_bacterium",0,0,0,0,0,0,0,0,0
"Citrobacter_koseri",0,0,0,0,0,0,0,0,0
"Lactobacillus_rhamnosus",0,0,0,0,0,0,0,0,0
"Streptococcus_sanguinis",0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_563",0,0,0,0,0,0,0,0,0
"Prevotella_corporis",0,0,0,0,0,0,0,0,0
"Mogibacterium_diversum",0,0,0,0,0,0,0,0,0
"Fretibacterium_fastidiosum",0,0,0,0,0,0,0,0,0
"Streptococcus_australis",0,0,0,0,0,0,0,0,0
"Lactobacillus_ruminis",0,0,0,0,0,0,0,0,0
"Fusobacterium_sp_CAG_439",0,0,0,0,0,0,0,0,0
"Rothia_mucilaginosa",0,0,0,0,0,0,0,0,0
"Eubacterium_sp_OM08_24",0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_927",0,0,0,0,0,0,0,0,0
"Lactobacillus_rogosae",0,0,0,0,0,0.0257899999999999,0,0,0
"Hafnia_paralvei",0,0,0,0,0,0,0,0,0.41631
"Hafnia_alvei",0,0,0,0,0,0,0,0,0
"Bacteroides_sp_43_108",0,0,0,0,0,0,0,0,0
"Clostridium_asparagiforme",0,0,0,0,0,0,0,0,0
"Clostridium_lavalense",0,0,0,0,0,0,0,0,0
"Lactobacillus_sakei",0,0,0,0,0,0,0,0,0
"Christensenella_minuta",0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_485",0,0,0,0,0,0,0,0,0
"Enterococcus_durans",0,0,0,0,0,0,0,0,0
"Bacteroides_galacturonicus",0,0,0,0,0,0,0,0.01115,0
"Sellimonas_intestinalis",0,0.04169,0.02591,0,0,0,0,0,0
"Clostridium_bolteae_CAG_59",0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1031",0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_413",0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_598",0,0,0,0,0,0,0,0,0
"Mitsuokella_multacida",0,0,0,0,0,0,0,0,0
"Megasphaera_sp_DISK_18",0,0,0,0,0,0,0,0,0.00226
"Klebsiella_quasipneumoniae",0,0,0,0,0,0,0,0,0.07181
"Alloscardovia_omnicolens",0,0,0,0,0,0,0,0,0
"Streptococcus_infantis",0,0,0,0,0,0,0,0,0
"Streptococcus_sp_A12",0,0,0,0,0,0,0,0,0
"Clostridium_hylemonae",0,0,0,0,0,0,0,0,0
"Firmicutes_bacterium_CAG_534",0,0,0,0,0,0,0,0,0
"Ruminococcus_champanellensis",0,0,0,0,0,0,0,0,0
"Actinomyces_graevenitzii",0,0,0,0,0,0,0,0,0
"Megamonas_hypermegale",0,0,0,0,0,0,0,0,0.02796
"Prevotella_sp_885",0,0,0,0,0,0,0,3.15705,0.54157
"Firmicutes_bacterium_CAG_791",0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_462",0,0,0,0,0,0,0,0,0
"Lactobacillus_vaginalis",0,0,0,0,0,0,0,0,0
"Escherichia_marmotae",0,0,0,0,0,0,0,0,0
"Brachyspira_sp_CAG_700",0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_510",0,0,0,0,0,0,0,0,0
"Prevotella_disiens",0,0,0,0,0,0,0,0,0
"Actinomyces_turicensis",0,0,0,0,0,0,0,0,0
"Bacteroides_fluxus",0,0,0,0,0,0,0,0,0
"Fusobacterium_mortiferum",0,0,0,0,0,0,0,0,0
"Prevotella_melaninogenica",0,0,0,0,0,0,0,0,0
"Neisseria_flavescens",0,0,0,0,0,0,0,0,0
"Megasphaera_micronuciformis",0,0,0,0,0,0,0,0,0
"Prevotella_histicola",0,0,0,0,0,0,0,0,0
"Prevotella_pallens",0,0,0,0,0,0,0,0,0
"Oribacterium_sinus",0,0,0,0,0,0,0,0,0
"Neisseria_perflava",0,0,0,0,0,0,0,0,0
"Streptococcus_sp_HMSC034E03",0,0,0,0,0,0,0,0,0
"Prevotella_jejuni",0,0,0,0,0,0,0,0,0
"Prevotella_salivae",0,0,0,0,0,0,0,0,0
"Prevotella_buccae",0,0,0,0,0,0,0,0,0
"Corynebacterium_glucuronolyticum",0,0,0,0,0,0,0,0,0
"Weissella_confusa",0,0,0,0,0,0,0,0,0
"Actinomyces_sp_HMSC035G02",0,0,0,0,0,0,0,0,0
"Fusobacterium_nucleatum",0,0,0,0,0,0,0,0,0
"Eubacterium_sulci",0,0,0,0,0,0,0,0,0
"Clostridium_paraputrificum",0,0,0,0,0,0,0,0,0
"Helicobacter_cinaedi",0,0,0,0,0,0,0,0,0
"Streptococcus_infantarius",0,0,0,0,0,0,0,0,0
"Prevotella_buccalis",0,0,0,0,0,0,0,0,0
"Finegoldia_magna",0,0,0,0,0,0,0,0,0
"Megamonas_funiformis",0,0,0,0,0,0,0,0,0.02482
"Cutibacterium_granulosum",0,0,0,0,0,0,0,0,0
"Alloprevotella_tannerae",0,0,0,0,0,0,0,0,0
"Campylobacter_jejuni",0,0,0,0,0,0,0,0,0
"Vibrio_cholerae",0,0,0,0,0,0,0,0,0
"Helicobacter_fennelliae",0,0,0,0,0,0,0,0,0
"Streptococcus_gallolyticus",0,0,0,0,0,0,0,0,0
"Haemophilus_influenzae",0,0,0,0,0,0,0,0,0
"Staphylococcus_haemolyticus",0,0,0,0,0,0,0,0,0
"Kocuria_palustris",0,0,0,0,0,0,0,0,0
"Staphylococcus_arlettae",0,0,0,0,0,0,0,0,0
"Morganella_morganii",0,0,0,0,0,0,0,0,0
"Clostridium_butyricum",0,0,0,0,0,0,0,0,0
"Lawsonella_clevelandensis",0,0,0,0,0,0,0,0,0
"Bifidobacterium_kashiwanohense",0,0,0,0,0,0,0,0,0
"Fusobacterium_naviforme",0,0,0,0,0,0,0,0,0
"Prevotella_timonensis",0,0,0,0.67967,0.044,0,0,0,0
"Bacteroides_coagulans",0,0,0,0,0,0,0,0,0
"Negativicoccus_succinicivorans",0,0,0,0,0,0,0,0,0
"Anaerococcus_vaginalis",0,0,0,0,0,0,0,0,0
"Peptoniphilus_harei",0,0,0,0,0,0,0,0,0
"Anaerococcus_prevotii",0,0,0,0,0,0,0,0,0
"Porphyromonas_sp_HMSC065F10",0,0,0,0,0,0,0,0,0
"Facklamia_hominis",0,0,0,0,0,0,0,0,0
"Peptococcus_niger",0,0,0,0,0,0,0,0,0
"Corynebacterium_sp_NML130628",0,0,0,0,0,0,0,0,0
"Peptoniphilus_sp_HMSC062D09",0,0,0,0,0,0,0,0,0
"Actinomyces_europaeus",0,0,0,0,0,0,0,0,0
"Bifidobacterium_breve",0,0.04088,0.0151199999999999,0,0,0,0,0,0
"Peptoniphilus_duerdenii",0,0,0,0,0,0,0,0,0
"Mobiluncus_curtisii",0,0,0,0,0,0,0,0,0
"Porphyromonas_asaccharolytica",0,0,0,0,0,0,0,0,0
"Prevotella_bergensis",0,0,0,0,0,0,0,0,0
"Corynebacterium_sp_NML140438",0,0,0,0,0,0,0,0,0
"Anaerococcus_hydrogenalis",0,0,0,0,0,0,0,0,0
"[Collinsella]_massiliensis",0,0,0,0,0,0,0,0,0
"Atopobium_minutum",0,0,0,0,0,0,0,0,0
"Acinetobacter_indicus",0,0,0,0,0,0,0,0,0
"Klebsiella_michiganensis",0,0,0,0,0,0,0,0,0
"Klebsiella_oxytoca",0,0,0,0,0,0,0,0,0.02173
"Enterococcus_raffinosus",0,0,0,0.00759,0.00241,0,0,0,0
"Enterococcus_avium",0,0,0,0,0,0,0,0,0
"Cutibacterium_avidum",0,0,0,0,0,0,0,0,0
"Corynebacterium_amycolatum",0,0,0,0,0,0,0,0,0
"Staphylococcus_hominis",0,0,0,0,0,0,0,0,0
"Staphylococcus_epidermidis",0,0,0,0,0,0,0,0,0
"Megasphaera_sp_MJR8396C",0,0,0,0,0,0,0,0,0
"Corynebacterium_tuberculostearicum",0,0,0,0,0,0,0,0,0
"Enterococcus_gallinarum",0,0,0,0,0,0,0,0,0
"Corynebacterium_kefirresidentii",0,0,0,0,0,0,0,0,0
"Malassezia_globosa",0,0,0,0,0,0,0,0,0
"Corynebacterium_pseudogenitalium",0,0,0,0,0,0,0,0,0
"Clostridium_neonatale",0,0,0,0,0,0,0,0,0
"Anaerococcus_octavius",0,0,0,0,0,0,0,0,0
"Acidaminococcus_sp_CAG_542",0,0,0,0,0,0,0,0,0
"Dialister_pneumosintes",0,0,0,0,0,0,0,0,0.05699
"Kocuria_indica",0,0,0,0,0,0,0,0,0
"Anaerococcus_nagyae",0,0,0,0,0,0,0,0,0
"Campylobacter_ureolyticus",0,0,0,0,0,0,0,0,0
"Kocuria_rhizophila",0,0,0,0,0,0,0,0,0
"Lactobacillus_iners",0,0,0,0,0,0,0,0,0
"Dermacoccus_sp_PE3",0,0,0,0,0,0,0,0,0
"Micrococcus_luteus",0,0,0,0,0,0,0,0,0
"Corynebacterium_lipophiloflavum",0,0,0,0,0,0,0,0,0
"Porphyromonas_uenonis",0,0,0,0,0,0,0,0,0
"Plesiomonas_shigelloides",0,0,0,0,0,0,0,0,0
"Bifidobacterium_ruminantium",0,0,0,0,0,0,0,0,0
"Actinomyces_radingae",0,0,0,0,0,0,0,0,0
"Kytococcus_sedentarius",0,0,0,0,0,0,0,0,0
"Lactobacillus_saerimneri",0,0,0,0,0,0,0,0,0
"Rothia_aeria",0,0,0,0,0,0,0,0,0
"Corynebacterium_matruchotii",0,0,0,0,0,0,0,0,0
"Streptococcus_sp_F0442",0,0,0,0,0,0,0,0,0
"Haemophilus_parahaemolyticus",0,0,0,0,0,0,0,0,0
"Staphylococcus_aureus",0,0,0,0,0,0,0,0,0
"Anoxybacillus_flavithermus",0,0,0,0,0,0,0,0,0
"Dermabacter_hominis",0,0,0,0,0,0,0,0,0
"Corynebacterium_aurimucosum",0,0,0,0,0,0,0,0,0
"Gemella_haemolysans",0,0,0,0,0,0,0,0,0
"Campylobacter_hominis",0,0,0,0,0,0,0,0,0
"Peptoniphilus_lacrimalis",0,0,0,0,0,0,0,0,0
"Peptoniphilus_sp_BV3C26",0,0,0,0,0,0,0,0,0
"Peptostreptococcus_anaerobius",0,0,0,0.24189,0.20493,0,0,0,0
"Cutibacterium_acnes",0,0,0,0,0.09102,0,0,0,0
"Fusobacterium_sp_oral_taxon_370",0,0,0,0,0,0,0,0,0
"Actinomyces_sp_oral_taxon_897",0,0,0,0,0,0,0,0,0
"Anaeroglobus_geminatus",0,0,0,0,0,0,0,0,0
"Gemella_asaccharolytica",0,0,0,0,0,0,0,0,0
"Corynebacterium_kroppenstedtii",0,0,0,0,0,0,0,0,0
"Anaerobiospirillum_thomasii",0,0,0,0,0,0,0,0,0
"Peptoniphilus_sp_DNF00840",0,0,0,0,0,0,0,0,0
"Brachyspira_pilosicoli",0,0,0,0,0,0,0,0,0
"Helicobacter_sp_11_8110",0,0,0,0,0,0,0,0,0
"Megamonas_funiformis_CAG_377",0,0,0,0,0,0,0,0,0.0223599999999999
"Neisseria_sicca",0,0,0,0,0,0,0,0,0
"Neisseria_mucosa",0,0,0,0,0,0,0,0,0
"Escherichia_albertii",0,0,0,0,0,0,0,0,0
"Haemophilus_haemolyticus",0,0,0,0,0,0,0,0,0
"Aggregatibacter_segnis",0,0,0,0,0,0,0,0,0.00526
"Granulicatella_adiacens",0,0,0,0,0,0,0,0,0
"Arcobacter_butzleri",0,0,0,0,0,0,0,0,0
"Citrobacter_freundii",0,0,0,0,0,0,0,0,0
"Comamonas_aquatica",0,0,0,0,0,0,0,0,0
"Aeromonas_caviae",0,0,0,0,0,0,0,0,0
"Citrobacter_youngae",0,0,0,0,0,0,0,0,0
"Acinetobacter_johnsonii",0,0,0,0,0,0,0,0,0
"Microvirgula_aerodenitrificans",0,0,0,0,0,0,0,0,0
"Comamonas_thiooxydans",0,0,0,0,0,0,0,0,0
"Citrobacter_werkmanii",0,0,0,0,0,0,0,0,0
"Shewanella_algae",0,0,0,0,0,0,0,0,0
"Acinetobacter_ursingii",0,0,0,0,0,0,0,0,0
"Comamonas_testosteroni",0,0,0,0,0,0,0,0,0
"Citrobacter_portucalensis",0,0,0,0,0,0,0,0,0
"Acinetobacter_bereziniae",0,0,0,0,0,0,0,0,0
"Enterococcus_cecorum",0,0,0,0,0,0,0,0,0
"Acinetobacter_schindleri",0,0,0,0,0,0,0,0,0
"Acinetobacter_towneri",0,0,0,0,0,0,0,0,0
"Helicobacter_pylori",0,0,0,0,0,0,0,0,0
"Comamonas_kerstersii",0,0,0,0,0,0,0,0,0
"Treponema_succinifaciens",0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_632",0,0,0,0,0,0,0,0,0
"Clostridium_ventriculi",0,0,0,0,0,0,0,0,0
"Helicobacter_winghamensis",0,0,0,0,0,0,0,0,0
"Bacillus_cereus_group",0,0,0,0,0,0,0,0,0
"Streptococcus_macedonicus",0,0,0,0,0,0,0,0,0
"Cronobacter_sakazakii",0,0,0,0,0,0,0,0,0
"Klebsiella_aerogenes",0,0,0,0,0,0,0,0,0
"Enterobacter_mori",0,0,0,0,0,0,0,0,0
"Treponema_berlinense",0,0,0,0,0,0,0,0,0
"Haemophilus_pittmaniae",0,0,0,0,0,0,0,0,0
"Dialister_micraerophilus",0,0,0,0,0,0,0,0,0
"Eubacterium_coprostanoligenes",0,0,0,0,0,0,0,0,0
"Corynebacterium_resistens",0,0,0,0,0,0,0,0,0
"Corynebacterium_pyruviciproducens",0,0,0,0,0,0,0,0,0
"Veillonella_rogosae",0,0,0,0,0,0,0,0,0
"Leptotrichia_wadei",0,0,0,0,0,0,0,0,0
"Morococcus_cerebrosus",0,0,0,0,0,0,0,0,0
"Veillonella_rodentium",0,0,0,0,0,0,0,0,0
"Veillonella_tobetsuensis",0,0,0,0,0,0,0,0,0
"Prevotella_colorans",0,0,0,0,0,0,0,0,0
"Prevotella_sp_S7_1_8",0,0,0,0,0,0,0,0,0
"Granulicatella_elegans",0,0,0,0,0,0,0,0,0
"Parvimonas_sp_KA00067",0,0,0,0,0,0,0,0,0
"Sneathia_amnii",0,0,0,0,0,0,0,0,0
"Leuconostoc_garlicum",0,0,0,0,0,0,0,0,0
"Cetobacterium_somerae",0,0,0,0,0,0,0,0,0
"Hungatella_effluvii",0,0,0,0,0,0,0,0,0
"Veillonella_sp_CAG_933",0,0,0,0,0,0,0,0,0
"Blautia_coccoides",0,0,0,0,0,0,0,0,0
"Clostridioides_difficile",0,0,0,0,0,0,0,0,0
"Corynebacterium_sp_HMSC08A12",0,0,0,0,0,0,0,0,0
"Corynebacterium_accolens",0,0,0,0,0,0,0,0,0
"Corynebacterium_jeikeium",0,0,0,0,0,0,0,0,0
"Campylobacter_coli",0,0,0,0,0,0,0,0,0
"Campylobacter_upsaliensis",0,0,0,0,0,0,0,0,0
"Lactobacillus_curvatus",0,0,0,0,0,0,0,0,0
"Leuconostoc_mesenteroides",0,0,0,0,0,0,0,0,0
"Rothia_dentocariosa",0,0,0,0,0,0,0,0,0
"Streptococcus_cristatus",0,0,0,0,0,0,0,0,0
"Actinobaculum_sp_oral_taxon_183",0,0,0,0,0,0,0,0,0
"Actinomyces_johnsonii",0,0,0,0,0,0,0,0,0
"Eubacterium_brachy",0,0,0,0,0,0,0,0,0
"Cardiobacterium_valvarum",0,0,0,0,0,0,0,0,0
"Lactobacillus_plantarum",0,0,0,0,0,0,0,0,0
"Leuconostoc_pseudomesenteroides",0,0,0,0,0,0,0,0,0
"Lactobacillus_otakiensis",0,0,0,0,0,0,0,0,0
"Lactococcus_petauri",0,0,0,0,0,0,0,0,0
"Aeriscardovia_aeriphila",0,0,0,0,0,0,0,0,0
"Enterococcus_pseudoavium",0,0,0,0,0,0,0,0,0
"Catabacter_hongkongensis",0,0,0,0,0,0,0,0,0
"Bacteroides_sp_D2",0,0,0,0,0,0,0,0,0
"Clostridium_scindens",0,0,0,0,0,0,0,0,0
"Haemophilus_sputorum",0,0,0,0,0,0,0,0,0
"Bacteroides_faecichinchillae",0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An14",0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An138",0,0,0,0,0,0,0,0,0
"Actinomyces_naeslundii",0,0,0,0,0,0,0,0,0
"Enterococcus_italicus",0,0,0,0,0,0,0,0,0
"Denitrobacterium_detoxificans",0,0,0,0,0,0,0,0,0
"Olsenella_profusa",0,0,0,0,0,0,0,0,0
"Solobacterium_moorei",0,0,0,0,0,0,0,0,0
"Anaeromassilibacillus_sp_An172",0,0,0,0,0,0,0,0,0
"Saccharomyces_cerevisiae",0,0,0,0,0,0,0,0,0
"Terrisporobacter_othiniensis",0,0,0,0,0,0,0,0,0
"Lactobacillus_pontis",0,0,0,0,0,0,0,0,0
"Abiotrophia_sp_HMSC24B09",0,0,0,0,0,0,0,0,0
"Streptococcus_sp_M334",0,0,0,0,0,0,0,0,0
"Clostridium_aldenense",0,0,0,0.00513,0.0064099999999999,0,0,0,0
"Clostridium_sp_7_2_43FAA",0,0,0,0,0,0,0,0,0
"Lactococcus_garvieae",0,0,0,0,0,0,0,0,0
"Propionibacterium_acidifaciens",0,0,0,0,0,0,0,0,0
"Blautia_producta",0,0,0,0,0,0,0,0,0
"Streptococcus_sp_NLAE_zl_C503",0,0,0,0,0,0,0,0,0
"Actinomyces_massiliensis",0,0,0,0,0,0,0,0,0
"Pseudopropionibacterium_propionicum",0,0,0,0,0,0,0,0,0
"Lactonifactor_longoviformis",0,0,0,0,0,0,0,0,0
"Rikenella_microfusus",0,0,0,0,0,0,0,0,0
"Clostridium_sp_D5",0,0,0,0,0,0,0,0,0
"Faecalicatena_orotica",0,0,0,0,0,0,0,0,0
"Anaerofustis_stercorihominis",0,0,0,0,0,0,0,0,0
"Clostridium_methylpentosum",0,0,0,0,0,0,0,0,0
"Eubacteriaceae_bacterium_CHKCI005",0,0,0,0,0,0,0,0,0
"Fusobacterium_varium",0,0,0,0,0,0,0,0,0
"Pediococcus_acidilactici",0,0,0,0,0,0,0,0,0
"Olsenella_uli",0,0,0,0,0,0,0,0,0
"Citrobacter_braakii",0,0,0,0,0,0,0,0,0
"Actinomyces_sp_oral_taxon_180",0,0,0,0,0,0,0,0,0
"Streptococcus_sp_HPH0090",0,0,0,0,0,0,0,0,0
"Scardovia_wiggsiae",0,0,0,0,0,0,0,0,0
"Mogibacterium_timidum",0,0,0,0,0,0,0,0,0
"Atopobium_deltae",0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_411",0,0,0,0,0,0,0,0,0.00228
"Sharpea_azabuensis",0,0,0,0,0,0,0,0,0
"Fusobacterium_equinum",0,0,0,0,0,0,0,0,0
"Fusobacterium_gonidiaformans",0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_443",0,0,0,0,0,0,0,0,0
"Actinomyces_cardiffensis",0,0,0,0,0,0,0,0,0
"Peptostreptococcus_stomatis",0,0,0,0,0,0,0,0,0
"Eubacterium_limosum",0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_624",0,0,0,0,0,0,0,0,0
"Eubacterium_callanderi",0,0,0,0,0,0,0,0,0
"Butyribacterium_methylotrophicum",0,0,0,0,0,0,0,0,0
